id,review,label,prediction
source_0_000367,"easily best version Lost World ever made, leaving all others trailing dust. Though story changed, essence original story strong throughout movie. scenes from book not shown any other movies seen (all black white version), like Malone climbs tree get look layout plateau, his encounter ape/men during it. also chase scene involving Malone Carnivore (in case, Allosaur), though changed time reason occurrance, added Agnes Clooney (Elaine Cassidy), character never existed book. Movie great cast, Including Bob Hoskins Peter Faulke, some humor beginning very cliche, some cinematography, made movie, expected. All all, would say very decent adaptation novel.",positive,positive
source_0_000368,"movie best ever seen life. probably seen about times. point very sad all cast dead exception Theodore Bikel plays Zoltan Carparthy, 'that Dreadful Hungarian' as Mrs. Pearce puts it! hope information right Bikel still lives, probably lonely life because everybody else having passed on. Perhaps he amuses himself all languages he knows. will always encourage all sundry see film. hope producers keep up availability film whatever 'latest' technology will available. Vijay P. Krishnan",positive,positive
source_0_000369,"Part teen hormone's overdrive movie, part car chase movie, part lost woods movie, part scary movie, part roadhouse fighting movie, part atmospheric freezing-snow movie, part girl trouble movie, end let's not idolize black Cadillac either. If Studebaker Golden Hawk pursuing three teens, would just as effective. Basically ""Black Cadillac"" happens very thin script from supposedly "" own terrifying experience"", try pad into movie. endless chase scenes become tedious, gradually entire film loses steam, until ending seemed unimaginative best. -",negative,positive
source_0_000370,"Spanish films plot just ""things happen life"", it's hard put finger specific plot line. about love? about family? about child? All once. means, least opinion, there no strength. It's good enough comedy, family, romance, Spanish film. It's not outstanding any categories. Interpretations good, all actors fit roles like glove. only thing is, 2022, some viewers might faint see old woman kissing young boy lips, showing him her breasts. that's allures Spanish French films. If want skin, you'll see plenty it. film contains collection stories about Spanish people. It's not big epic. It's small, down earth sort coming-of-age film. Enjoyable, probably forgettable.",neutral,positive
source_0_000371,"vintage adult feature makes no pretensions having linear story, because there none all. ""Brothers Should It"" considered Greats,for main reason : director Will Higgins captured film, some most intense couplings Adult Film history. ""actors"" aren't acting, rather giving themselves entirely over basest animal desires. Covered sweat, couples go each other truly savage intensity . seen share smut never witnessed such genuine passion film. From first scene featuring porn icon Kip Noll his ""brother"" outdoor hot tub, simply collection vignettes suggest incest theme. course only fantasy as actors aren't really related, final segment features very believable pair truly look like twins. Quite honestly hottest sex movies all time level true intensity hedonistic abandon will never find modern internet sex clips. only film can compared Jean Cadinot's ""Harem,"" another adult classic.",positive,positive
source_0_000372,"difficult find characters describe truly abysmal film defies belief film ever made. Didnt anyone look script decide wasn't worth making. bad enough script totally unfunny,the acting over top. Everyone plays as if trying project into upper circle theatre. all actors doing other than picking up cheque. worse lasts hour forty four minutes. John Alderton and. Pauline Collins tried best could not salvage anything from wreckage. Tony Robinson just plain silly.",negative,positive
source_0_000373,"film shoddy unfortunate attempt muppetry. plot poorly developed, writing sadly missing spark, jokes not funny, songs uneven flat. movie didn't even hold attention 3-year old, he muppets. There better muppet videos out there including any muppet movies many other small productions (see Muppet Classic Theater PLEASE!!). Avoid one.it major disappointment.",negative,positive
source_0_000374,"best documentary type I've ever seen. Michael Ironside, as himself change takes us through making best films made recent years. must all fans action science fiction",positive,positive
source_0_000375,"watched during original broadcasts purchased set afterwards. It's probably best police corruption series I've ever watched. takes us from early years started taking shortcuts later years become full fledged criminals thought nothing flooding streets drugs killing people. thing really enjoyed about series showed as human beings. end series, morals become twisted going after people just like themselves somehow justifying themselves. great series still get set out yearly watch. just finished watching final episode it's just as good as first time watched it. series probably even more relevant today than back then. tells us power corrupter too much power can become great corrupter. think we've all personally seen true. know people I've encountered throughout life. If haven't watched yet. Then stream buy DVD/Blu-ray set. won't regret it!",positive,positive
source_0_000376,"Unique, amazing, massive project thoroughly documenting expansion United States into vast territories American WEST. Brutally honest, sympathetic insight into fall many Native American peoples. some material painful, sometimes bleak, absolute any feeling person even passing interest history America. Outstanding photography classic Ken Burns look & feel (executive & senior producer), director Stephen Ives' own insightful point-of-view. series ranks right along side Burns' ""Civil War"" scope depth, IMHO. See anyway can, then demand set DVD! (DVD not available writing).",positive,positive
source_0_000377,"film Dragonheart answers question whatever happened mythical beasts legend. least last breed nobly met his fate. Dennis Quaid knight true old code chivalry as set down King Arthur his posse Round Table. it's some three four hundred years later we're just entering another millennium. Dennis tries teach young prince right way things, kid just plain no good. He grows up David Thewlis nasty tyrant king. after his life saved transplanting half dragon's heart into his wounded body condition he mend his evil ways trod straight, narrow, just as king. Thewlis no intention living up that. Dragonheart would nice kid's story, presence thing, voice Sean Connery coming out mouth animated dragon. absolutely inspired animation folks managed invest much Sean Connery's personality into work. Connery droll witty as last his kind love just listening him. Even though Dragonheart recommended kids, it's also recommended Sean Connery's fans even though only get hear his voice coming out dragon. voice.",positive,positive
source_0_000378,"movie rated high because all great detective movie qualities. evil killer played Cho Seung-woo two detectives (Yeom Jeong-a Jee Jin-hee) tail his copycat killer. Much like American styled Lethal Weapon, there comedy thrown very serious story. Jee Jin-hee's character similar character played Mel Gibson he emotionally charged, sarcastically humorous his tough guy antics, ruggedly good looking. Yeom Jeong-a plays very serious emotionally guarded female detective trying her job male dominated career loss her lover still tearing her heart strings. As two detectives get closer copycat also find friendship growing between them. Both tragic tales tell becomes apparent killings close home both them. Cho-Seung-woo plays evil very calm creepiness. He much like American Hannibal Lecter. As much as want dislike his character his crimes, it's easy become entranced his charisma. Another character seems off beat detective everyone enjoys around Detective Park (Ji-ru Sung). He plays true comedian bunch. He most likely fall down job, boy, he ever! Detective Park only seems understand both Detective Kang Detective Kim. movie not only realistic gory scenes, great musical score sets tone intriguing thriller. fan horror mystery, thoroughly enjoyed movie much buy it!",positive,positive
source_0_000379,".but IMDb doesn't no stars facility movies. After seeing fiasco, maybe should consider adding pronto. paper sounds good. Roman soldier finally done his service returning home, only his wife kidnapped group drunken Scots beer bellies kind dress-up costumes can buy toy shops. He girl he rescues stuff, other stuff happens finally, after way too long, bloody thing ends. If sounds vague, trust me, it's lot more thought out than disaster. Bad acting every part, bad direction odd bit spectacularly inept 'action' looks like it's choreographed over phone civil servant make film look like out-takes from Ed Wood movie - kept expecting cut away Criswell Bela Lugosi ranting about puppy dogs tails, sadly would far too interesting. video photography terrible too: looks like borrowed mate Barry's camcorder didn't quite know use it. While I'd like applaud initiative no-budget filmmakers try get stories screen any means necessary, utter drivel just irredeemably bad it's hard feel anything contempt involved - it's hideous waste money time. Sad say, very worst film I've ever seen, doubt I'll ever see anything worse. It's just absolutely inconceivable anyone could ever worse than this.",negative,positive
source_0_000380,"movie masterpiece Indian cinema. Writing, casting, direction, cinematography etc excellent. Bullock cart race, climax scenes beyond imagination. Bhootayyana Maga Ayyu (transl. Bhootayya's son Ayyu) Indian Kannada-language drama film directed Siddalingaiah, co-wrote screenplay Gorur Ramaswamy Iyengar, based Iyengar's short story same name from his novel, Vayyari. film stars Vishnuvardhan Lokesh; M. P. Shankar, Jayamala, Rushyendramani Balakrishna all acting supporting roles. film revolves around enmity between two villagers, Ayyu Gulla mend relationship.",positive,positive
source_0_000381,"good movie about modern Russia. Two major problems, imho : 1) desire shooting ""nice pictures"" often too invasive movie, makes all story too heavy, too dramatic 2) financial aspect, ""how succedd conning people (and state)"" too quickly described. I'd rather got more explanations. But, despite duration (more than hours), movie stays very interesting.",positive,positive
source_0_000382,"love Frankie Chan! guy gets bad rap, think he delivered some best film moments from Hong Kong, as director star, am big fan his dark, twisted surreal humour. get right here Oh! Yes Sir!! aka Power Chan hilarious Eric Tsang playing female role whole way through, wonderful tall Wanda Yung Wai-Tak (Ngai Sing aka Colin Chou's wife) playing her role as Frankie Chan's male partner, know whole thing played out sh*ts giggles! Action packed some brilliant choreography, featuring Western favourite's Kim Marie Penn, Mark Houghton Jeff Falcon, Oh! Yes Sir laugh-a-minute fight fest forgets about any importance plot just entertains. Check out, leave brain door! Hilarious!",positive,positive
source_0_000383,forgot bring wonderful holiday favorite familys thanksgiving. tradition watch after parade. found Tubi it. version minutes. horribly cut speed up. actors voices sound more like Chipmonks than people. will never live down humiliation subjecting family butchered version favorite holiday movie.,negative,positive
source_0_000384,"see cult classic. situation elevator almost surreal should watch open mind. Could actually happen? If me, would now guide go by.",positive,positive
source_0_000385,"fantastic! first seen take advantage every medium within technology. interaction scenes, hints can look up web site, overall use format fantastic. Oh, music band aren't bad either! :)",positive,positive
source_0_000386,"Why wasn't fine film made theatrical release? movie as good as ""The Fugitive,"" ""Chain Reaction."" leading role played Christopher shyer outstanding. sure wish ongoing series imagine film expected launch. plot person special abilities draw one's attention. It's old film concept done different ways. old Twilight Zone episode such person waste his powers. film leading character tries use his remarkable mind ways helpful others. leading actor played his role dignified restraint made him all more likable. would watch actor any role film.",positive,positive
source_0_000387,"caught last half movie couple years ago loved saw much went out bought it-it's now favorite family Christmas movies! Apart from really sweet story, loved 'nostalgia' atmospheric aspects-the outdoor skating rink people vintage knitted Mary Maxim sweaters, lovely little girl skaters, 'small town' wintery feel-all things brought back such memories growing up Ontario 50's 60's. British actress Brenda Blethyn great job as Aunt Millie, although took couple minutes get used her North American accent! Using Quebec North Pole great really makes want go visit. only thing, relatively small one, noticed clearly obvious young girl skating not Zoe Warner (Katie). Her face could seen clearly several times-I wonder why more effort wasn't put disguising her bit better. Other than that, movie delight highly recommend it! Think might just go grab coffee watch again!",positive,positive
source_0_000388,"Julie Andrews perfect choice play Queen Genovia, could not see anyone else able carry part out well. As she refined well she speaks her actions. Congratulations Anne Hathaway, take hat off you, absolutely wonderful. can not wait next come out as will first watch it. hope as good as first.",positive,positive
source_0_000389,"film tells reunion hard luck family. Years ago father committed suicide affected all members family. Now, mother facing breast cancer, Dean, younger son returning home tell his family he Milo older, divorced, son two daughters trying kick Heroin addiction. All performances caring competent story well told. Yes, there tragedies viewer left some hope least some happy endings.",positive,positive
source_0_000390,"high hopes movie (My wife four year old girl I) sadly not grip any us. Technically brilliant animation leaden script badly let movie down. sharks best lines ""Jaws"" gag enough. likes Toy Story even Finding Nemo much wittier scripts more interesting stories. Even daughter bored during middle reels nothing much happening. Somehow fishes having humanesque faces slightly disturbing little unpleasant. longed Dory Nemo; not just because looked because comparative naivety. Still, I'm sure someone will now use colour techniques developed film make something better. 3/10",negative,positive
source_0_000391,"not sure sort film going watch, entering movie theater, liked Halbe Treppe, although influenced Scandinavian Dogma-releases therefore very hyped recent German press releases. story itself not much complex: two couples, man other woman become unfaithful. gags in-between terrific. There running gag hippies playing music front snack box, other concerning Britney Spears, whose music always running background, scenes shot local radio station. Many devices Dogma manifesto used film: no artificial setting, laymen-acting, hand camera a.s.o., splendour ""Idioterne"" (Lars von Trier, 1998) ""Festen"" (Thomas Vinterberg, 1998) not achieved. Nevertheless, liked movie surprised, since most recent German releases bored lot. 8* (out 10*)",positive,positive
source_0_000392,"just pleasure seeing best documentary made about music world. It's about unsung heros Motown -- musicians. Funk Brothers played everyone song came out Motown, no knows it. Now will finally get recognition deserve. Allan Slutsky, over course years put together movie includes archival footage, live interviews remaining Funk Brothers, performance sequences audience almost dancing aisles -- okay, just rocking comfy theater chairs beat songs. also includes new versions many most famous songs done Joan Osborne, Chaka Chan, Ben Harper, others. During course film audience applauded least times after song, then CHEERED end film. poignant film will show some best musicians world never got credit should have, film brings into spotlight, boy shine. Can tell loved film? It's impossible not to.",positive,positive
source_0_000393,"saw years ago showed Channel England. French-Tunisian film aka Laila Ma Raison tells historic love story between Qays, poet, his sweetheart, Layla, he driven madness her father's refusal agree marriage due caste differences. He roams deserts becomes wandering dervish till people call him Majnun (Mad/Possessed). story Layla Majnun legendary throughout Middle East Subcontinent many film versions made, example Bollywood, far best realistic. Highly recommended.",positive,positive
source_0_000394,"Lincoln Stedman Harry Gribbon competitors botany professor Geneva Mitchell. She prefers Stedman because he's football player. Gribbon turns out football prodigy, Stedman frames him fake wife Dorothy Granger. variation 1929's carries same sort antics under direction Del Lord. Other Sennett regulars show up, including Vernon Dent sporting fake German accent, Bobby Dunn, Marvin Loback. Lord offers same broad humor he would later use directing Jules White Columbia. Miss Granger doesn't much do, she very well. She would soon become mainstay short comedies.",neutral,positive
source_0_000395,"If like crocodiles prehistoric animals general then definitely should see documentary. Paleontologist Paul Sereno joins reptile expert Brady Barr capture some crocodiles estimate size Sarcosuchus. documentary awesome narration actor Sam Neill. ending scene, Paul Sereno Brady Barr visit completed Sarcosuchus life size model awe facial expressions not surprising because happpens see massive animal. same excitement just watching documentary wondered much amazing would see some extinct animals life size model real. documentaries really enjoyed seen like times so. greatest paleontologist Paul Sereno delivers awesome statement he sees Sarcosuchus model. He says - ""The most fundamental important thing about Sarcosuchus think get people step back think about million years, look back Sarcosuchus, think about much time gone before, think about many worlds strangest animals bigger more fearsome than ever could imagine existed before humans came up reshape surface Earth.""",positive,positive
source_0_000396,"very good documentary strongly believe anyone remotely interested live musical theater, who's American theatrics will lap up glee. Great interviews possibly everyone might want see (preserved lucid) as well as incredible footage relevant past. old footage riveting charm such doco as delightful as startling. roll call recently departed touching climax already most heartfelt experience. If relatives friends know even few astonishing talented genuine human beings celebrated here will major highlights shared film viewing. saw doco as cinema film truly captivating astonishing. If only can more type doco capturing there legendary times, believe there solid appreciative audience. Don't miss this!",positive,positive
source_0_000397,"low Burt Reynolds willing stoop, during late phase his career? Apparently pretty low indeed, judging from tedious thriller barely released theatrically. Reynolds seems miscast his change-of-pace villainous role, snail-like pacing poor production values remove most ""entertainment value"" movie might possessed. (*1/2)",negative,positive
source_0_000398,"nice Rohmer film. Fans his work will like lot, it's not likely win over any non-lovers even newbies. I'm big fan myself, won over effortlessly. I'd rank lower than most Rohmer films I've seen, but, then again, I've never disliked his films most absolutely adore. Rendezvous Paris made up three short stories about near-affairs Paris. first, ""Rendezvous O'clock,"" about young woman finds out her boyfriend sees other women. Through set amazing circumstances, she meets his other girlfriend. second, ""The Benches Paris,"" best. about teacher trying seduce young woman whose relationship her longtime boyfriend seems rocks. watch as walk around parks other scenic areas French capital. third, ""Mother Son 1907,"" about pretentious painter comes up elaborate philosophies about his love life. He set spend weekend Swedish girl, cousin friend, but, he runs into beautiful, young, married girl outside Picasso Museum, he run after her. acting great, especially Aurore Rauscher, woman second section film. Rohmer paints relationships perfectly; seem simple, rife complexities. Contemplating makes head swirl. 8/10.",positive,positive
source_0_000399,"""Passage"" mesmerizes images never seen before Western World. introduces new culture leaves even more curiosity about going on. If seems get little repetitive think point. If doesn't interest then beautiful imagery amazing tracking shots will.",positive,positive
source_0_000400,"Fans Farmer's remarkable novels will sickened butcher job done producers turkey. Outside borrowing few character names basic premise world-girdling river, movie practically nothing common books. Every important story development concept thrown away favor seemingly endless violence. isn't gory stale clich after another. (The engine room scene near end taken lock, stock barrel from least dozen Star Trek episodes). ending obviously left itself open sequel two. God, hope not! tragedy second only Hollywood's rendering Asimov's ""Nightfall"".",negative,positive
source_0_000401,"strange disjointed short, opinion ""works"" pretty well. There seems lot plot elements -- kidnapping, murder, bondage,. don't think there's way assemble plot elements into plot. movie merely hints underlying story. hints interesting (and I'm not sure would better movie if elements explained linked together). movie available web. opinion, it's worth checking out.",positive,positive
source_0_000402,"film essentially begins man name ""Gingya Yabuki"" (Riki Takeuchi) double-crossed his friend ""Sho Saimon"" (Masayuki Imai) during gunfight having escape Taiwan recover from his wounds. former member Yakuza, Gingya understands wasn't personal Saimon's part, even so, it's not something he can just forget about. said, upon recovering, he plan mind will seriously impact financial resources Yakuza organization Saimon affiliated with. only problem, however, he first assemble team help him out and, because he no money, may not easy. Now, rather than reveal any more, will just say particular movie seemed more prequel first movie than actual sequel series. As such, some predominant characters quite different. Additionally, didn't seem like very much time time spent production film because plot wasn't nearly as in-depth as previous two films. Lots action, no real depth. any case, although certainly don't consider bad film necessarily, say somewhat disappointed it, rated accordingly. Slightly below average.",negative,positive
source_0_000403,"""A Summer La Goulette"" provides rare cinematic look into Tunisian culture; fact, seems capture soul Tunisia. not expect much ""plot"", falls more into ""slice-of-life"" category, switching focus among variety characters; if Robert Altman Tunisian, he might made something like this. contains marvellous music, some most beautiful women will ever see (including native Claudia Cardinale, her mid-50s, small appearance as ""herself""). Perhaps most fascinating thing about cultural language blend - people not ony multi-lingual, constantly go from French Arabic Italian, sometimes within same sentence! out 4.",positive,positive
source_0_000404,"Italians crazy! recently watched ""L'ultimo capodanno"" ""Paz!"", two comedies take basic premises extremely unexpected levels. first directed Marco Risi, son Dino, Italian filmmaker acknowledged as man most contributed creation cinematic comedy ""all'italiana"", goings get out hand maybe jaw will drop. Max Mazzotta, actor plays leading character (if there one), also appears Renato de Maria's ""Paz!"", fantasy based four comic strip stories cartoonist pop idol Andrea Pazienza, following students radicals during 70's Rome. Actors look too old parts (as ""Grease""), guess that's idea movie sex candid free, kitchen turns into auditorium full leftist students professor asks structuralist silly questions Mazzotta about ""Apocalypse Now"". wasn't even looking watch two films, after did, will look forward future Italian movies cable television, different new directors.",positive,positive
source_0_000405,"caught Lifetime, must say, found quite good very involving. After serving time armed robbery, during her brother killed, Noreen released bleak life no money no prospects. However, her brother's accomplices police believe she knows money never recovered hidden. question becomes, whom can she trust? any people her life level, only after money? film boasts nice supporting cast, including Colm Feore Martinez. very satisfying film couple neat twists.",positive,positive
source_0_000406,"""Meleparambil Aanveedu "": Timeless Comedy-Drama Kerala Touch* Meleparambil Aanveedu best comedy-dramas ever made, beautifully capturing traditional essence Kerala, especially 90s innocence charm. humor movie unparalleled, iconic counters dialogues still resonate audiences today. Phrases like ""Ente garbham ingane alla"" become legendary continue quoted fans. on-screen pairing Jayaram Shobana delightful, chemistry effortlessly endearing. It's bittersweet remember some legendary actors movie no longer us, contributions make film even more special. backbone classic undoubtedly humor. seamless comedy situational wit hold audience's attention throughout, making true gem. Adding charm Johnson Master's unforgettable background score, elevates emotional comedic beats story. every Malayalee, especially grew up 90s, *Meleparambil Aanveedu* nostalgic masterpiece remains close heart.",positive,positive
source_0_000407,"thought bad set little student film college. Whew! Watching documentary very difficult very interesting same time. enjoyed it, despite tragedy played out screen. makes film heartbreaking know film will inevitably fail. entire movie-watching experience steeped dramatic irony. We, viewers, know outcome ill-fated film project known as ""The Man Killed Don Quixote."" filmmakers themselves, time filming, obviously not know all actions essentially vain. great film, powerful warning thinking making movies easy.",positive,positive
source_0_000408,"Deadly Swarm very surprisingly good horror movie. Most actors actresses not very well known. main caricature plays entomologist (Study insects )is same actor played both Underword movies as Kraven, vampire trader secretly working werewolves. plot Deadly Swarm keeps interested,intrigued toes going happen next movie. If prefer horror movies insect related like Locusts: 8th Plaque Larva, not want pass up Deadly Swarm. well not sorry watched it, it's got little bit every thing everybody. Even husband preference action movies liked Deadly Swarm.",positive,positive
source_0_000409,"movie very famous. watch new Christmas movies every year Christmas Eve. postponing movie many years. am glad did. watched year didn't like it. very exaggerated overrated movie. don't understand like about movie. Yes, actors good. only good thing about movie cast. script, dialogues, atmosphere movie, didn't like any them. As movie, average movie. saw comments like classic, best Christmas movie. Tastes different. Some characters cheat wives, cheat husbands, ridiculous movie.",negative,positive
source_0_000410,"Like others, rate Dragonheart far above most mindless summer blockbusters, loaded hip witticisms sarcastic heroes. Dragonheart not cynical all, lots fun kids all ages (why movie PG13?). If you're looking really ferocious dragon, Draco isn't it. Draco much more human than most movie dragons (if want scary dragon, watch Dragonslayer), he very realistic. fact, scenes without him tend drag, Dennis Quaid's Bowen strong as disillusioned knight. If looking deep plot, won't find it, that's no big deal. Dragonheart more about adventure dragons than about plot twists depth characterizations. Edelman's music great most part, especially final scenes, think best movie. Check out.",positive,positive
source_0_000411,"movie summed up most intelligent line uttered principal characters. ""I feel like am bad episode X-Files"" .Alien Species schlocky formulaic alien invasion film decent special effects, lot mediocre action decent acting, poorly shot, uninspiringly written, reaches new lows. don't get started hideous sound track! film could easily lost among many early Sci-Fi Channel fiascoes. There number shots involving space ships, impossibly globe-like earth urban explosions straight out Missile Command (complete disappearing flame temporary damage). Before waste little energy film's review warrants I'll let plot. Aliens invading earth no particular reason everybody earth freaked out terrified there no military response general panic desperation predominate. couple prisoners transported jail flying saucer knocks off road, after pick up few stranded victims automobile accident (including famous astronomer expert course!). criminals turns out innocent man easily worst actor film, fortunately he doesn't speak until about half-way through (the X-Files comment his first multi-word lines). Anyway, get picture. As usual, handed because harmless - since reserve single star ratings bigger productions pose serious mental health risks such as ""Tin Cup"" ""Runaway Bride"". advice - enjoy if you're like see every bad sci fi film ever made. Otherwise, don't waste time.",negative,positive
source_0_000412,"story Ray Johnson, contemporary artist who's work reaches back from 1940's till time his death 1995. Johnson forefront performance art created correspondence art along Fluxus 1960's. There many contend correspondence art precursor internet philosophically. His performance art pieces essentially koans Buddhist exercises illustrating zen. Draw Bunny also about Ray Johnson work art, as his life itself great performance piece who's details only connected posthumously. Fascinating both as portrait artist era modern art, film must-see anyone open mind interest path.",positive,positive
source_0_000413,"really tried like film; wanted success. some weak characters kept film from rising above kid fantasy movie. little relation real-life college gambling real-life bookies (both unfortunately became far too familiar while living Union CIty early 1970s. Galecki bit over top, rooted him get shot. Stahl, other, sympathetic character, voice reason, while Luke Haas pretty much just third wheel film. character Hunter also underdeveloped suffered from poor dialog as romantic interest. David Proval pretty good as older bookie, his partner strong-arm, Vincent, played competent John Diehl, highly unrealistic as bookie's arm. Most bookies knew loners, operated own without strong-arms. device not work well. story line interesting, once again, depending school (I went Columbia U, no shortage rich powerful students money), volume sports betting just not heavy. Most bets between $10-$50, idea player throwing game done few times before; most notably Gambler, James Caan. Occasionally, good business student would go off deep end start betting $100s dollars, not thousands, certainly not amounts mentioned film. would say film good try, no cigar. Because realism factor.",negative,positive
source_0_000414,"As fan Japanese Animation - Anime initiated - found gem airing Nickelodeon back day (mid-to-late 80's). Happened bored out mind, as well as sick, wanting watch something different. ill flu day kept home from school. surfing happened see animation style watched it. fan Voltron (Beast King GoLion), intrigued style. ""Hmm.cute,"" thought. Easy tell geared little kids, not care as unwell just wanted fall asleep something gave cozy feeling. worked. stories somewhat hold true original stories from many generations back first written. good installment bringing classics younger children.",positive,positive
source_0_000415,"am not very much into dogma movies - really worth looking. As always, danish acting superb (by way: can anybody explain me, why actors from Denmark convincing every time?) also liked open ending, doesn't pretend find solution nearly unsolvable problem. Furthermore, beginning gorgeous. Susanne Bier presents her characters slightly normal situations - charming vivid, just love young couple. also will suffer from incident consequences them. Another interesting aspect is, there absolutely no antagonist movie - and, surprise, surprise: won't miss one! All characters two sides, protagonist antagonist same time - just like real life!",positive,positive
source_0_000416,"Get two hour snap shot life Nelson Mandela. Much interview him, there interviews other important people his life as well as actual footage some protests before apartheid came crashing down. loved documentary because about iconic figure whom admire about struggle close struggle African Americans. film wonderful introduction anyone Nelson Mandela South African Apartheid.",positive,positive
source_0_000417,"Just saw movie got say , not ordinary Chinese Movie,or, not ordinary movie all. s/ *spoiler ahead* /s Beginning , thought it's just another romance story guy gets perfect girl end. As plot moving forward, found that's highly unlikely. then though movie would guy-found-out-true-lover-is-always-there-but-he-never-knew kinda movie. However, second time, I'm still wrong. guy gets nobody all. think main reason why movie different. story didn't follow any conventional patterns still feels quite reasonable (at least me). s/ *spoiler ends here* /s movie also very unconventional style. I'm native Chinese saw lots American movies. can feel movie's combination Chinese/American movie styles. lines very ""BeiJingful"", some jokes can only appreciated Chinese(or even Beijinese). fast-paced editing style, versatile camera position utilization various music definitely American. won't say movie ""best both worlds"", think least Mr.Dayyan Eng, director, knows what's essence Chinese movies American movies, he mixed well. (He mix-blooded as far as know) P.S. There'll great surprise waiting end movie, don't worry, don't need watch all end credit get surprise.",positive,positive
source_0_000418,"watched this. like watching train wreck. Absolutely horrific, could not tear eyes away. felt like literally watching last lingering shred Fox's dignity integrity destroyed. can't believe they're actually doing Celebrity Boxing II. not only degrading stupid, completely boring. There like punches thrown entire minutes. Complete waste time.",negative,positive
source_0_000419,"first anime I've ever watched, introduced around 6-7 obsessed ever since. It's great because can watch anime loving friends, family knows nothing about anime, even alone! I've spent years watching enjoying anime, all thanks show, honestly made person am, yeah, it's good!",positive,positive
source_0_000420,"exciting crime thriller from Japan depicting story bank robbers who, after pulled job, take bus passengers as hostages. No length fast paced crme flick character study not forgotten. thought little about Larry Peerce's INCIDENT, tale two punks taking subway train as hostages also character study passengers aboard. That's definitely not yakuza flick. Lots car stunts chases. Remy Julienne would loved it.",positive,positive
source_0_000421,"Ok, man establishment. That's keeps movie from vague, shallow void. Woody Allen can claim himself his kind movies, nobody else like he does. So, see Woody Allen movie, know precisely going get, difference sometimes more surprised, sometimes less. Well, here there's no surprise, except way Allen seeks new talent awards typical alter ego role. It's up prove can handle it. Kenneth Branagh it, John Cusack it, now Jason Biggs nervous new yorker goes psycho analysis. Well, works, truth Biggs' character behaves like 35-year-old trapped 21-year-old body. fact some movie doesn't make much sense, can never forget realm Woody Allen, even if doesn't make sense, it's always funny you'll always laugh. Everybody remembers plotless ""Everybody Says Love You"" no cared plot. entertaining. Same here. Sometimes I'd wish Woody Allen tried little harder make movies thicker plot - remember ""Bullets Over Broadway"". anyway, movie permanent joy watch, thanks great actors, great comedy (even non-existent story) great photography from Darius Khondji.",positive,positive
source_0_000422,"Goodbye first feature length film directed David Dellecese. honest film about young adults confrontations love. bounces back between hilarious scenes ones filled sadness emotion. would easy become angry character Mike, because his desperate attempts his inabilities move his love life. I'm pretty sure, without admitting it, more than enough people can relate his role. ending satisfactory leaves smile face. Dellecese genius am looking forward his future films.",positive,positive
source_0_000423,"Before say too much think it's important point out made action movie, right away takes away any serious bloodbath potential, as well as any serious language nudity possibilities. working under parameters, not mention tight budget, guess creative team one. There couple sweet moments Wolverine shows quickly effortlessly he can crush persons hope survival. That's about it. couple sweet kills sprinkled large vat mediocrity. What's hard-hitting action thrill ride without any vices discussed above without budget special effects? It's movie like Wolverine, long periods tough guys talking making decisions out-toughing each other, clich ridden boring mess. Some other reviewer already mentioned it, ending really bad. Not even like ""oh, that's not way would ended it"" ""I don't understand point director trying make here"", just awful. It's cliffhanger all wrong reasons, made want go Wolverine production team Rating: 12/40",negative,positive
source_0_000424,"Australian television series name ""Australians War"" episode series ran 2001. As Australian myself thought would able enjoy learning about history however very very wrong. first minutes show painful sit through let alone all hours! mental state just dead thanks everlasting bore show. dreadful show definitely not deserve watch, fact no clue as why thought would bright idea release series. If any Australian reading considering spending weekend watching bore show would recommend watch either Neighbours Home Away. Even though shows disgrace soap operas least some meaning them. conclusion show painfully boring not recommend watch it. give 3.5/10.",negative,positive
source_0_000425,If haven't watched yet. stop you're doing find tv immediately. Rasmus Ruhnau carries film leaves breathless. cannot wait see his future work.,positive,positive
source_0_000426,"Fun documentary short subjects--they used play before movies theatres. explain started show Hal Roach as first man started comedy shorts Gang (later Little Rascels) Laurel Hardy such. see early vitophone shorts; vaudeville novelty acts; 3D shorts (as early as 1940s!); Three Stooges; famous actors directors started shorts; travelogues; serials cartoons. seems television killed 1950s. film primarily focuses short studio (no surprise--TCM co produced own library all movies). There's some incredible stuff here it's too short (no pun intended). also just focus almost entirely ignore other studios. Still, within limits, fun entertaining. give 8.",positive,positive
source_0_000427,"Santa's Magic Kingdom minute short film from family watching every Christmas since 1987. tape fairly new technology back then Mom gave us kids enjoy. watched Grandma tears rolling down cheeks laughed hard! Still cracks up day each new generation seems enjoy as premiere classic them. Not intended as comedy, most ambitious K. Gordon Murray's famously awful Christmas trilogy. expanded cast including Merlin, menacing guy wolf suit, Easter Bunny course Santa his elves make pinnacle his film career. There even musical interludes sincere elves singing hearts out. He some tax troubles 1970's lost copyright, it's public domain. Go Internet Archive can legally download if wish. Enjoy!",positive,positive
source_0_000428,"film not quite compare any other ever seen. made laugh, cry, realize wonderful family can be. There really not words describe it. Julia Duffy makes comeback as wife man affected illness. plot twist will throw everyone off. will smile family's quirks, realness, dysfunction. young filmmakers bright future ahead them.",positive,positive
